feature_gene	class_gene	start	end	strand	symbol	locus_tag	feature_interval_length	attributes_gene	feature_product	class_product	product_accession_product	non-redundant_refseq_product	name_product	product_length_product	attributes_product	old_locus_tag
gene	protein_coding	4952344	4952691	-		PP_RS22645	348	old_locus_tag	CDS	with_protein	WP_004577674.1	WP_004577674.1	Hpt domain-containing protein	115.0		PP_4362
gene	protein_coding	4952740	4954431	-		PP_RS22650	1692	old_locus_tag	CDS	with_protein	WP_010955086.1	WP_010955086.1	fused response regulator/phosphatase	563.0		PP_4363
gene	protein_coding	4954440	4954745	-		PP_RS22655	306	old_locus_tag	CDS	with_protein	WP_003254426.1	WP_003254426.1	STAS domain-containing protein	101.0		PP_4364
gene	protein_coding	4954922	4955374	-	fliJ	PP_RS22660	453	old_locus_tag	CDS	with_protein	WP_010955087.1	WP_010955087.1	flagellar export protein FliJ	150.0		PP_4365
gene	protein_coding	4955381	4956736	-	fliI	PP_RS22665	1356	old_locus_tag	CDS	with_protein	WP_010955088.1	WP_010955088.1	flagellar protein export ATPase FliI	451.0		PP_4366
gene	protein_coding	4956726	4957517	-	fliH	PP_RS22670	792	old_locus_tag	CDS	with_protein	WP_010955089.1	WP_010955089.1	flagellar assembly protein FliH	263.0		PP_4367
gene	protein_coding	4957680	4958699	-	fliG	PP_RS22675	1020	old_locus_tag	CDS	with_protein	WP_003254434.1	WP_003254434.1	flagellar motor switch protein FliG	339.0		PP_4368
gene	protein_coding	4958692	4960470	-	fliF	PP_RS22680	1779	old_locus_tag	CDS	with_protein	WP_010955090.1	WP_010955090.1	flagellar basal-body MS-ring/collar protein FliF	592.0		PP_4369
gene	protein_coding	4960486	4960818	-	fliE	PP_RS22685	333	old_locus_tag	CDS	with_protein	WP_003254438.1	WP_003254438.1	flagellar hook-basal body complex protein FliE	110.0		PP_4370
gene	protein_coding	4961082	4962437	-		PP_RS22690	1356	old_locus_tag	CDS	with_protein	WP_010955091.1	WP_010955091.1	sigma-54 dependent transcriptional regulator	451.0		PP_4371
gene	protein_coding	4962437	4963654	-		PP_RS22695	1218	old_locus_tag	CDS	with_protein	WP_010955092.1	WP_010955092.1	ATP-binding protein	405.0		PP_4372
gene	protein_coding	4963882	4965357	-	fleQ	PP_RS22700	1476	old_locus_tag	CDS	with_protein	WP_010955093.1	WP_010955093.1	transcriptional regulator FleQ	491.0		PP_4373
gene	protein_coding	4965528	4965821	-		PP_RS22705	294	old_locus_tag	CDS	with_protein	WP_010955094.1	WP_010955094.1	flagellar assembly protein FliT	97.0		PP_4374
gene	protein_coding	4965840	4966235	-	fliS	PP_RS22710	396	old_locus_tag	CDS	with_protein	WP_003254447.1	WP_003254447.1	flagellar export chaperone FliS	131.0		PP_4375
gene	protein_coding	4966318	4967676	-	fliD	PP_RS22715	1359	old_locus_tag	CDS	with_protein	WP_010955095.1	WP_010955095.1	flagellar filament capping protein FliD	452.0		PP_4376
gene	protein_coding	4967760	4968104	-		PP_RS22720	345	old_locus_tag	CDS	with_protein	WP_010955096.1	WP_010955096.1	flagellar protein FlaG	114.0		PP_4377
gene	protein_coding	4968179	4970242	-		PP_RS22725	2064	old_locus_tag	CDS	with_protein	WP_010955097.1	WP_010955097.1	flagellin hook IN motif-containing protein	687.0		PP_4378
gene	protein_coding	4970636	4971565	-		PP_RS22730	930	old_locus_tag	CDS	with_protein	WP_003254453.1	WP_003254453.1	ketoacyl-ACP synthase III	309.0		PP_4379
gene	protein_coding	4971982	4973547	-		PP_RS22735	1566	old_locus_tag	CDS	with_protein	WP_003254454.1	WP_003254454.1	flagellar hook-associated protein 3	521.0		PP_4380
gene	protein_coding	4973561	4975603	-	flgK	PP_RS22740	2043	old_locus_tag	CDS	with_protein	WP_010955098.1	WP_010955098.1	flagellar hook-associated protein FlgK	680.0		PP_4381
gene	protein_coding	4975616	4976770	-	flgJ	PP_RS22745	1155	old_locus_tag	CDS	with_protein	WP_010955099.1	WP_010955099.1	flagellar assembly peptidoglycan hydrolase FlgJ	384.0		PP_4382
gene	protein_coding	4976782	4977897	-		PP_RS22750	1116	old_locus_tag	CDS	with_protein	WP_003254458.1	WP_003254458.1	flagellar basal body P-ring protein FlgI	371.0		PP_4383
gene	protein_coding	4977904	4978599	-	flgH	PP_RS22755	696	old_locus_tag	CDS	with_protein	WP_003254461.1	WP_003254461.1	flagellar basal body L-ring protein FlgH	231.0		PP_4384
gene	protein_coding	4978636	4979421	-	flgG	PP_RS22760	786	old_locus_tag	CDS	with_protein	WP_010955100.1	WP_010955100.1	flagellar basal-body rod protein FlgG	261.0		PP_4385
gene	protein_coding	4979469	4980209	-	flgF	PP_RS22765	741	old_locus_tag	CDS	with_protein	WP_010955101.1	WP_010955101.1	flagellar basal-body rod protein FlgF	246.0		PP_4386
gene	protein_coding	4980370	4980561	-		PP_RS22770	192	old_locus_tag	CDS	with_protein	WP_003254464.1	WP_003254464.1	hypothetical protein	63.0		PP_4387
gene	protein_coding	4980629	4981951	-	flgE	PP_RS22775	1323	old_locus_tag	CDS	with_protein	WP_010955102.1	WP_010955102.1	flagellar hook protein FlgE	440.0		PP_4388
gene	protein_coding	4981980	4982681	-	flgD	PP_RS22780	702	old_locus_tag	CDS	with_protein	WP_003254468.1	WP_003254468.1	flagellar hook assembly protein FlgD	233.0		PP_4389
gene	protein_coding	4982694	4983137	-	flgC	PP_RS22785	444	old_locus_tag	CDS	with_protein	WP_003254469.1	WP_003254469.1	flagellar basal body rod protein FlgC	147.0		PP_4390
gene	protein_coding	4983140	4983550	-	flgB	PP_RS22790	411	old_locus_tag	CDS	with_protein	WP_010955103.1	WP_010955103.1	flagellar basal body rod protein FlgB	136.0		PP_4391
gene	protein_coding	4983872	4984699	-	cheR	PP_RS22795	828	old_locus_tag	CDS	with_protein	WP_004575768.1	WP_004575768.1	protein-glutamate O-methyltransferase CheR	275.0		PP_4392
gene	protein_coding	4984752	4985681	-		PP_RS22800	930	old_locus_tag	CDS	with_protein	WP_010955104.1	WP_010955104.1	chemotaxis protein CheV	309.0		PP_4393
gene	protein_coding	4985759	4986511	+	flgA	PP_RS22805	753	old_locus_tag	CDS	with_protein	WP_012051593.1	WP_012051593.1	flagellar basal body P-ring formation chaperone FlgA	250.0		PP_4394
gene	protein_coding	4986676	4986990	+	flgM	PP_RS22810	315	old_locus_tag	CDS	with_protein	WP_003254479.1	WP_003254479.1	flagellar biosynthesis anti-sigma factor FlgM	104.0		PP_4395
gene	protein_coding	4987040	4987507	+		PP_RS22815	468	old_locus_tag	CDS	with_protein	WP_010955106.1	WP_010955106.1	flagellar protein FlgN	155.0		PP_4396
gene	protein_coding	4987587	4988330	+		PP_RS22820	744	old_locus_tag	CDS	with_protein	WP_010955107.1	WP_010955107.1	flagellar brake protein	247.0		PP_4397
gene	protein_coding	4988424	4989758	-		PP_RS22825	1335	old_locus_tag	CDS	with_protein	WP_010955108.1	WP_010955108.1	MFS transporter	444.0		PP_4398
gene	protein_coding	4989890	4991131	-		PP_RS22830	1242	old_locus_tag	CDS	with_protein	WP_010955109.1	WP_010955109.1	glutamine synthetase family protein	413.0		PP_4399
gene	protein_coding	4991360	4991845	-	bkdR	PP_RS22835	486	old_locus_tag	CDS	with_protein	WP_003254485.1	WP_003254485.1	Bkd operon transcriptional regulator BkdR	161.0		PP_4400
gene	protein_coding	4992044	4993276	+		PP_RS22840	1233	old_locus_tag	CDS	with_protein	WP_010955110.1	WP_010955110.1	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha	410.0		PP_4401
gene	protein_coding	4993278	4994336	+		PP_RS22845	1059	old_locus_tag	CDS	with_protein	WP_012051588.1	WP_012051588.1	alpha-ketoacid dehydrogenase subunit beta	352.0		PP_4402
gene	protein_coding	4994337	4995608	+		PP_RS22850	1272	old_locus_tag	CDS	with_protein	WP_010955112.1	WP_010955112.1	dihydrolipoamide acetyltransferase family protein	423.0		PP_4403
gene	protein_coding	4995611	4996990	+	lpdA	PP_RS22855	1380	old_locus_tag	CDS	with_protein	WP_010955113.1	WP_010955113.1	dihydrolipoyl dehydrogenase	459.0		PP_4404
gene	protein_coding	4997102	4998100	-		PP_RS22860	999	old_locus_tag	CDS	with_protein	WP_010955114.1	WP_010955114.1	diguanylate cyclase	332.0		PP_4405
gene	protein_coding	4998316	4998843	+		PP_RS22865	528	old_locus_tag	CDS	with_protein	WP_010955115.1	WP_010955115.1	hypothetical protein	175.0		PP_4406
gene	protein_coding	4999148	5000530	+		PP_RS22870	1383	old_locus_tag	CDS	with_protein	WP_010955116.1	WP_010955116.1	amino acid permease	460.0		PP_4407
gene	protein_coding	5000914	5001769	+		PP_RS22875	856	old_locus_tag								PP_4408
gene	protein_coding	5002216	5003646	+		PP_RS22880	1431	old_locus_tag	CDS	with_protein	WP_010955117.1	WP_010955117.1	tyrosine-type recombinase/integrase	476.0		PP_4409
gene	protein_coding	5003649	5006948	+		PP_RS22885	3300	old_locus_tag	CDS	with_protein	WP_010955118.1	WP_010955118.1	hypothetical protein	1099.0		PP_4410
gene	protein_coding	5007019	5007618	+		PP_RS22890	600	old_locus_tag	CDS	with_protein	WP_049586756.1	WP_049586756.1	hypothetical protein	199.0		PP_5674
gene	protein_coding	5008517	5009065	+		PP_RS22895	549	old_locus_tag	CDS	with_protein	WP_010955119.1	WP_010955119.1	hypothetical protein	182.0		PP_4411
gene	protein_coding	5009062	5009640	+		PP_RS22900	579	old_locus_tag	CDS	with_protein	WP_010955120.1	WP_010955120.1	hypothetical protein	192.0		PP_4412
gene	protein_coding	5010491	5011591	+		PP_RS22905	1101	old_locus_tag	CDS	with_protein	WP_010955122.1	WP_010955122.1	tyrosine-type recombinase/integrase	366.0		PP_4415
gene	protein_coding	5011693	5011917	+		PP_RS22910	225	old_locus_tag	CDS	with_protein	WP_049586754.1	WP_049586754.1	hypothetical protein	74.0		PP_5675
gene	protein_coding	5012007	5012408	-		PP_RS22915	402	old_locus_tag	CDS	with_protein	WP_049586753.1	WP_049586753.1	hypothetical protein	133.0		PP_5676
gene	protein_coding	5012420	5012638	-		PP_RS22920	219	old_locus_tag	CDS	with_protein	WP_049586751.1	WP_049586751.1	hypothetical protein	72.0		PP_5677
gene	protein_coding	5012951	5013091	-		PP_RS22925	141		CDS	with_protein	WP_010955125.1	WP_010955125.1	hypothetical protein	46.0		
gene	protein_coding	5013180	5013470	+		PP_RS22930	291	old_locus_tag	CDS	with_protein	WP_049586749.1	WP_049586749.1	hypothetical protein	96.0		PP_5678
gene	protein_coding	5013565	5013888	+		PP_RS22935	324	old_locus_tag	CDS	with_protein	WP_010955126.1	WP_010955126.1	hypothetical protein	107.0		PP_4418
gene	protein_coding	5014190	5015352	+		PP_RS22940	1163	old_locus_tag								PP_4420
gene	pseudogene	5015361	5015740	-		PP_RS22945	380	partial;pseudo	CDS	without_protein			DNA polymerase V subunit UmuC		partial;pseudo	
gene	protein_coding	5015971	5017362	-		PP_RS22950	1392	old_locus_tag	CDS	with_protein	WP_010955129.1	WP_010955129.1	aspartate aminotransferase family protein	463.0		PP_4421
gene	protein_coding	5017384	5018856	-		PP_RS22955	1473	old_locus_tag	CDS	with_protein	WP_010955130.1	WP_010955130.1	NAD-dependent succinate-semialdehyde dehydrogenase	490.0		PP_4422
gene	protein_coding	5019116	5020111	-	doeB	PP_RS22960	996	old_locus_tag	CDS	with_protein	WP_010955131.1	WP_010955131.1	N(2)-acetyl-L-2,4-diaminobutanoate deacetylase DoeB	331.0		PP_4423
gene	protein_coding	5020314	5020781	+		PP_RS22965	468	old_locus_tag	CDS	with_protein	WP_010955132.1	WP_010955132.1	Lrp/AsnC family transcriptional regulator	155.0		PP_4424
gene	protein_coding	5020832	5021599	-	ehuA	PP_RS22970	768	old_locus_tag	CDS	with_protein	WP_010955133.1	WP_010955133.1	ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA	255.0		PP_4425
gene	protein_coding	5021698	5022354	-	ehuD	PP_RS22975	657	old_locus_tag	CDS	with_protein	WP_010955134.1	WP_010955134.1	ectoine/hydroxyectoine ABC transporter permease subunit EhuD	218.0		PP_4426
gene	protein_coding	5022354	5023010	-	ehuC	PP_RS22980	657	old_locus_tag	CDS	with_protein	WP_010955135.1	WP_010955135.1	ectoine/hydroxyectoine ABC transporter permease subunit EhuC	218.0		PP_4427
gene	protein_coding	5023081	5023935	-	ehuB	PP_RS22985	855	old_locus_tag	CDS	with_protein	WP_010955136.1	WP_010955136.1	ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB	284.0		PP_4428
gene	protein_coding	5024182	5025579	+		PP_RS22990	1398	old_locus_tag	CDS	with_protein	WP_029886623.1	WP_029886623.1	PLP-dependent aminotransferase family protein	465.0		PP_4429
gene	protein_coding	5025687	5026679	+	eutB	PP_RS22995	993	old_locus_tag	CDS	with_protein	WP_010955138.1	WP_010955138.1	hydroxyectoine utilization dehydratase EutB	330.0		PP_4430
gene	protein_coding	5026691	5027683	+	eutC	PP_RS23000	993	old_locus_tag	CDS	with_protein	WP_010955139.1	WP_010955139.1	ectoine utilization protein EutC	330.0		PP_4431
gene	protein_coding	5027733	5028923	+	doeA	PP_RS23005	1191	old_locus_tag	CDS	with_protein	WP_023048454.1	WP_023048454.1	ectoine hydrolase DoeA	396.0		PP_4432
gene	protein_coding	5029422	5030714	+		PP_RS23010	1293	old_locus_tag	CDS	with_protein	WP_197686807.1	WP_197686807.1	MFS transporter	430.0		PP_4433
gene	protein_coding	5031209	5032507	+		PP_RS23015	1299	old_locus_tag	CDS	with_protein	WP_010955142.1	WP_010955142.1	D-amino acid dehydrogenase	432.0		PP_4434
gene	protein_coding	5032482	5032835	+		PP_RS23020	354	old_locus_tag	CDS	with_protein	WP_010955143.1	WP_010955143.1	RidA family protein	117.0		PP_4435
gene	protein_coding	5032929	5033444	+		PP_RS28870	516		CDS	with_protein	WP_306110117.1	WP_306110117.1	hypothetical protein	171.0		
gene	protein_coding	5033562	5033897	+	tnpB	PP_RS28700	336	old_locus_tag	CDS	with_protein	WP_004575513.1	WP_004575513.1	IS66 family insertion sequence element accessory protein TnpB	111.0		PP_4438
gene	protein_coding	5033961	5035496	+		PP_RS23040	1536	old_locus_tag	CDS	with_protein	WP_010954362.1	WP_010954362.1	IS66 family transposase	511.0		PP_4439
gene	protein_coding	5035512	5036096	+		PP_RS23045	585		CDS	with_protein	WP_051122591.1	WP_051122591.1	amidohydrolase	194.0		
gene	protein_coding	5036193	5036513	+		PP_RS23050	321	old_locus_tag	CDS	with_protein	WP_010955144.1	WP_010955144.1	transposase	106.0		PP_4441
gene	protein_coding	5036510	5036845	+	tnpB	PP_RS28705	336	old_locus_tag	CDS	with_protein	WP_010955145.1	WP_010955145.1	IS66 family insertion sequence element accessory protein TnpB	111.0		PP_4442
gene	protein_coding	5036909	5038444	+		PP_RS23060	1536	old_locus_tag	CDS	with_protein	WP_010955146.1	WP_010955146.1	IS66-like element ISPpu14 family transposase	511.0		PP_4443
gene	pseudogene	5038455	5039323	+		PP_RS23065	869	partial;pseudo	CDS	without_protein			IS3 family transposase		partial;pseudo	
gene	protein_coding	5039382	5040503	-	ltrA	PP_RS23070	1122	old_locus_tag	CDS	with_protein	WP_010955149.1	WP_010955149.1	group II intron reverse transcriptase/maturase	373.0		PP_4446
gene	protein_coding	5040633	5041022	+		PP_RS23075	390	old_locus_tag	CDS	with_protein	WP_126404334.1	WP_126404334.1	XRE family transcriptional regulator	129.0		PP_5680
gene	protein_coding	5041684	5042934	+		PP_RS23080	1251	old_locus_tag	CDS	with_protein	WP_010955150.1	WP_010955150.1	DUF4297 family anti-phage-associated protein	416.0		PP_4447
gene	protein_coding	5042931	5044694	+	herA	PP_RS23085	1764	old_locus_tag	CDS	with_protein	WP_010955151.1	WP_010955151.1	anti-phage-associated helicase HerA	587.0		PP_4448
gene	protein_coding	5044962	5045303	-		PP_RS28710	342	old_locus_tag	CDS	with_protein	WP_079732548.1	WP_079732548.1	hypothetical protein	113.0		PP_5681
gene	protein_coding	5045379	5045633	-		PP_RS23090	255	old_locus_tag	CDS	with_protein	WP_010955152.1	WP_010955152.1	hypothetical protein	84.0		PP_4449
gene	protein_coding	5045726	5045935	-		PP_RS23095	210	old_locus_tag	CDS	with_protein	WP_049587054.1	WP_049587054.1	hypothetical protein	69.0		PP_5682
gene	protein_coding	5046043	5046669	+		PP_RS23100	627	old_locus_tag	CDS	with_protein	WP_010955153.1	WP_010955153.1	histidine phosphatase family protein	208.0		PP_4450
gene	protein_coding	5046783	5047019	+		PP_RS23105	237	old_locus_tag	CDS	with_protein	WP_049587043.1	WP_049587043.1	hypothetical protein	78.0		PP_5683
gene	protein_coding	5047224	5047391	+		PP_RS23110	168		CDS	with_protein	WP_154070662.1	WP_154070662.1	hypothetical protein	55.0		
gene	protein_coding	5047467	5047685	-		PP_RS28715	219	old_locus_tag	CDS	with_protein	WP_079732549.1	WP_079732549.1	hypothetical protein	72.0		PP_5684
gene	protein_coding	5048273	5049358	-		PP_RS23115	1086	old_locus_tag	CDS	with_protein	WP_010955154.1	WP_010955154.1	PIN domain-containing protein	361.0		PP_4451
gene	protein_coding	5049782	5050411	-		PP_RS23120	630	old_locus_tag	CDS	with_protein	WP_049587040.1	WP_049587040.1	BrnT family toxin	209.0		PP_5686
gene	protein_coding	5050416	5051060	-		PP_RS23125	645	old_locus_tag	CDS	with_protein	WP_049587039.1	WP_049587039.1	MFS transporter	214.0		PP_5687
gene	protein_coding	5051434	5052507	-		PP_RS23130	1074	old_locus_tag	CDS	with_protein	WP_049587038.1	WP_049587038.1	NAD/NADP octopine/nopaline dehydrogenase family protein	357.0		PP_4452
gene	protein_coding	5052618	5054468	-		PP_RS23135	1851	old_locus_tag	CDS	with_protein	WP_197686808.1	WP_197686808.1	ABC transporter ATP-binding protein	616.0		PP_4453
gene	protein_coding	5054516	5055388	-		PP_RS23140	873	old_locus_tag	CDS	with_protein	WP_010955157.1	WP_010955157.1	ABC transporter permease	290.0		PP_4454
gene	protein_coding	5055385	5056326	-		PP_RS23145	942	old_locus_tag	CDS	with_protein	WP_010955158.1	WP_010955158.1	ABC transporter permease	313.0		PP_4455
gene	protein_coding	5056457	5057851	-		PP_RS23150	1395	old_locus_tag	CDS	with_protein	WP_010955159.1	WP_010955159.1	NAD(P)/FAD-dependent oxidoreductase	464.0		PP_4456
gene	protein_coding	5057848	5058156	-		PP_RS23155	309	old_locus_tag	CDS	with_protein	WP_197686809.1	WP_197686809.1	(2Fe-2S)-binding protein	102.0		PP_5688
gene	protein_coding	5058125	5059252	-		PP_RS23160	1128	old_locus_tag	CDS	with_protein	WP_010955160.1	WP_010955160.1	FAD-dependent oxidoreductase	375.0		PP_4457
gene	protein_coding	5059253	5060833	-		PP_RS23165	1581	old_locus_tag	CDS	with_protein	WP_010955161.1	WP_010955161.1	ABC transporter substrate-binding protein	526.0		PP_4458
gene	protein_coding	5061324	5062421	+		PP_RS23170	1098	old_locus_tag	CDS	with_protein	WP_004573968.1	WP_004573968.1	IS630 family transposase	365.0		PP_4459
gene	protein_coding	5062619	5063545	+		PP_RS23175	927	old_locus_tag	CDS	with_protein	WP_010955162.1	WP_010955162.1	LysR substrate-binding domain-containing protein	308.0		PP_4460
gene	protein_coding	5063704	5064996	-		PP_RS23180	1293	old_locus_tag	CDS	with_protein	WP_010955163.1	WP_010955163.1	MFS transporter	430.0		PP_4461
gene	protein_coding	5065107	5065772	-		PP_RS23185	666	old_locus_tag	CDS	with_protein	WP_010955164.1	WP_010955164.1	4-hydroxy-4-methyl-2-oxoglutarate aldolase	221.0		PP_4462
gene	protein_coding	5065769	5066644	-		PP_RS23190	876	old_locus_tag	CDS	with_protein	WP_197686810.1	WP_197686810.1	carbon-nitrogen hydrolase family protein	291.0		PP_4463
gene	protein_coding	5066631	5067536	-		PP_RS23195	906	old_locus_tag	CDS	with_protein	WP_010955166.1	WP_010955166.1	LysR family transcriptional regulator	301.0		PP_4464
gene	protein_coding	5067952	5069295	-		PP_RS23200	1344	old_locus_tag	CDS	with_protein	WP_232014118.1	WP_232014118.1	OprD family porin	447.0		PP_4465
gene	protein_coding	5070014	5070886	-		PP_RS23205	873	old_locus_tag	CDS	with_protein	WP_010955168.1	WP_010955168.1	TauD/TfdA family dioxygenase	290.0		PP_4466
gene	protein_coding	5071132	5072034	+		PP_RS23210	903	old_locus_tag	CDS	with_protein	WP_010955169.1	WP_010955169.1	LysR family transcriptional regulator	300.0		PP_4467
gene	pseudogene	5072095	5072238	-		PP_RS28720	144	partial;pseudo	CDS	without_protein			LysR family transcriptional regulator		partial;pseudo	
gene	protein_coding	5072281	5072964	-		PP_RS23215	684	old_locus_tag	CDS	with_protein	WP_126404332.1	WP_126404332.1	hypothetical protein	227.0		PP_5689
gene	protein_coding	5073232	5073615	-		PP_RS23220	384	old_locus_tag	CDS	with_protein	WP_049587034.1	WP_049587034.1	hypothetical protein	127.0		PP_5690
gene	protein_coding	5073675	5074121	-		PP_RS23225	447	old_locus_tag	CDS	with_protein	WP_061405699.1	WP_061405699.1	hypothetical protein	148.0		PP_5691
gene	protein_coding	5074171	5074563	-		PP_RS23230	393	old_locus_tag	CDS	with_protein	WP_061405700.1	WP_061405700.1	hypothetical protein	130.0		PP_5692
gene	protein_coding	5074745	5075236	+		PP_RS23235	492	old_locus_tag	CDS	with_protein	WP_010955170.1	WP_010955170.1	helix-turn-helix domain-containing protein	163.0		PP_4468
gene	tRNA	5075556	5075627	-		PP_RS23240	72	old_locus_tag	tRNA				tRNA-Arg		anticodon=CCT	PP_t58
gene	protein_coding	5075941	5076534	-	phnN	PP_RS23245	594	old_locus_tag	CDS	with_protein	WP_049587030.1	WP_049587030.1	phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN	197.0		PP_4469
gene	protein_coding	5076540	5076809	-		PP_RS23250	270	old_locus_tag	CDS	with_protein	WP_061405701.1	WP_061405701.1	hypothetical protein	89.0		PP_5693
gene	protein_coding	5076879	5077205	+		PP_RS23255	327	old_locus_tag	CDS	with_protein	WP_003254499.1	WP_003254499.1	Arc family DNA-binding protein	108.0		PP_4470
gene	protein_coding	5077313	5078755	-	mgtE	PP_RS23260	1443	old_locus_tag	CDS	with_protein	WP_003254500.1	WP_003254500.1	magnesium transporter	480.0		PP_4471
gene	tRNA	5079152	5079228	-		PP_RS23265	77	old_locus_tag	tRNA				tRNA-Arg		anticodon=ACG	PP_t56
gene	tRNA	5079302	5079378	-		PP_RS23270	77	old_locus_tag	tRNA				tRNA-Arg		anticodon=ACG	PP_t55
gene	tRNA	5079453	5079529	-		PP_RS23275	77	old_locus_tag	tRNA				tRNA-Arg		anticodon=ACG	PP_t54
gene	tRNA	5079601	5079677	-		PP_RS23280	77	old_locus_tag	tRNA				tRNA-Arg		anticodon=ACG	PP_t53
gene	tRNA	5079784	5079874	-		PP_RS23285	91	old_locus_tag	tRNA				tRNA-Ser		anticodon=GCT	PP_t52
gene	protein_coding	5079947	5080135	-	csrA	PP_RS23290	189	old_locus_tag	CDS	with_protein	WP_003254503.1	WP_003254503.1	carbon storage regulator CsrA	62.0		PP_4472
gene	protein_coding	5080303	5081538	-		PP_RS23295	1236	old_locus_tag	CDS	with_protein	WP_003254504.1	WP_003254504.1	aspartate kinase	411.0		PP_4473
gene	protein_coding	5081641	5084265	-	alaS	PP_RS23300	2625	old_locus_tag	CDS	with_protein	WP_010955172.1	WP_010955172.1	alanine--tRNA ligase	874.0		PP_4474
gene	protein_coding	5084650	5085657	-	astE	PP_RS23305	1008	old_locus_tag	CDS	with_protein	WP_010955173.1	WP_010955173.1	succinylglutamate desuccinylase	335.0		PP_4475
gene	protein_coding	5085668	5085958	-		PP_RS23310	291	old_locus_tag	CDS	with_protein	WP_003254508.1	WP_003254508.1	topoisomerase II	96.0		PP_4476
gene	protein_coding	5085973	5087322	-	astB	PP_RS23315	1350	old_locus_tag	CDS	with_protein	WP_010955174.1	WP_010955174.1	N-succinylarginine dihydrolase	449.0		PP_4477
gene	protein_coding	5087346	5088809	-	astD	PP_RS23320	1464	old_locus_tag	CDS	with_protein	WP_010955175.1	WP_010955175.1	succinylglutamate-semialdehyde dehydrogenase	487.0		PP_4478
gene	protein_coding	5088810	5089838	-	astA	PP_RS23325	1029	old_locus_tag	CDS	with_protein	WP_010955176.1	WP_010955176.1	arginine N-succinyltransferase	342.0		PP_4479
gene	protein_coding	5089917	5090936	-	aruF	PP_RS23330	1020	old_locus_tag	CDS	with_protein	WP_010955177.1	WP_010955177.1	arginine/ornithine succinyltransferase subunit alpha	339.0		PP_4480
gene	protein_coding	5091084	5092304	-		PP_RS23335	1221	old_locus_tag	CDS	with_protein	WP_010955178.1	WP_010955178.1	aspartate aminotransferase family protein	406.0		PP_4481
gene	protein_coding	5092641	5093621	-	argR	PP_RS23340	981	old_locus_tag	CDS	with_protein	WP_004576734.1	WP_004576734.1	transcriptional regulator ArgR	326.0		PP_4482
gene	protein_coding	5093720	5094484	-		PP_RS23345	765	old_locus_tag	CDS	with_protein	WP_010955179.1	WP_010955179.1	ABC transporter ATP-binding protein	254.0		PP_4483
gene	protein_coding	5094507	5095205	-		PP_RS23350	699	old_locus_tag	CDS	with_protein	WP_003254520.1	WP_003254520.1	ABC transporter permease	232.0		PP_4484
gene	protein_coding	5095202	5095891	-		PP_RS23355	690	old_locus_tag	CDS	with_protein	WP_003254523.1	WP_003254523.1	ABC transporter permease	229.0		PP_4485
gene	protein_coding	5095980	5096765	-		PP_RS23360	786	old_locus_tag	CDS	with_protein	WP_003254524.1	WP_003254524.1	ABC transporter substrate-binding protein	261.0		PP_4486
gene	protein_coding	5097301	5099262	-	acs	PP_RS23365	1962	old_locus_tag	CDS	with_protein	WP_003254525.1	WP_003254525.1	acetate--CoA ligase	653.0		PP_4487
gene	protein_coding	5099660	5099914	+		PP_RS23370	255	old_locus_tag	CDS	with_protein	WP_003254526.1	WP_003254526.1	DUF2790 domain-containing protein	84.0		PP_4488
gene	protein_coding	5100067	5101626	-		PP_RS23375	1560	old_locus_tag	CDS	with_protein	WP_010955180.1	WP_010955180.1	sigma-54-dependent phenylalanine hydroxylase transcriptional regulator PhhR	519.0		PP_4489
gene	protein_coding	5101884	5102672	+	phhA	PP_RS23380	789	old_locus_tag	CDS	with_protein	WP_003254528.1	WP_003254528.1	phenylalanine 4-monooxygenase	262.0		PP_4490
gene	protein_coding	5102712	5103068	+		PP_RS23385	357	old_locus_tag	CDS	with_protein	WP_003254532.1	WP_003254532.1	4a-hydroxytetrahydrobiopterin dehydratase	118.0		PP_4491
gene	protein_coding	5103258	5103386	+		PP_RS28815	129	old_locus_tag	CDS	with_protein	WP_003254533.1	WP_003254533.1	hypothetical protein	42.0		PP_5694
gene	protein_coding	5103775	5104977	+		PP_RS23390	1203	old_locus_tag	CDS	with_protein	WP_010955181.1	WP_010955181.1	MFS transporter	400.0		PP_4492
gene	protein_coding	5105091	5108111	-		PP_RS23395	3021	old_locus_tag	CDS	with_protein	WP_010955182.1	WP_010955182.1	FAD-binding and (Fe-S)-binding domain-containing protein	1006.0		PP_4493
gene	protein_coding	5108264	5109148	+		PP_RS23400	885	old_locus_tag	CDS	with_protein	WP_003254537.1	WP_003254537.1	LysR substrate-binding domain-containing protein	294.0		PP_4494
gene	protein_coding	5109287	5110705	-		PP_RS23405	1419	old_locus_tag	CDS	with_protein	WP_010955183.1	WP_010955183.1	amino acid permease	472.0		PP_4495
gene	protein_coding	5111344	5112411	-		PP_RS23410	1068	old_locus_tag	CDS	with_protein	WP_003254539.1	WP_003254539.1	pseudouridine synthase	355.0		PP_4496
gene	protein_coding	5112677	5113444	-	scpB	PP_RS23415	768	old_locus_tag	CDS	with_protein	WP_049587023.1	WP_049587023.1	SMC-Scp complex subunit ScpB	255.0		PP_4497
